,movie,score,sentence
654,씽2게더,8,캐릭터들의 소소하게 주는 웃음 포인트들이 쉴새없어서 즐거웠다.
655,유레루,10,다리위에서 본 것은 누구의 마음인가?
656,마크맨,2,"...에드 해리스의 도망자, 시카리오 데이 오브 솔다도를 짬뽕해 놓은 영화같다. 러브액추얼리 때만큼의 나이였어도 액션이 무난했을텐데 이제 더이상 액션연기는 하지 않기를.."
657,부산행,9,개봉 6년 후의 본 감상평.. 솔직히 공포 별로 안좋아해서 공유배우님때문에 봤는데... 이거 뭐죠..??전하려는 메시지도 너무 관객들에게 전달됐고 연기는 말할 것도 없고 분장도 미쳤고 근데 딱 15세처럼 무서운 건 초반만이고 ost도 나름대로 오지고 오졌고 스토리는 갓스토리고 설정도 대박이고 가사가사 하나가.. 좀 더 무서웠어도 괜찮았을 것 같아서 1점은 뺐어요 ㅠ.. 정말 잘봤어요
658,매트릭스: 리저렉션,5,대체 왜 다시 매트릭스4가 시작됐는지 말을 해줘야 세계관 이해라도 되지. 갑자기 1편부터 리부트 한거마냥 나오니 스토리 이해를 못하겠다. 3편ㅤㄸㅒㅤ 기계랑 화해하고 인간들 다 해방에 네오 지존무쌍찍지 않았음?? 그걸 연결해줄수있는 초반부 설명을 해줘야지;; 와 보면서 왜 저렇냐 심음;;;
659,킹스맨: 퍼스트 에이전트,10,재밌게 잘 봤습니다
660,에이리언 4,6,에이리언 > 에이리언2 > 에이리언3 > 에이리언4
661,미드소마,10,플로렌스 퓨 가 다한영화
662,더스트맨,1,1점.. 까지는 아니긴한데 평점을 좀 많~이 낮줘야할 필요가 있다 어떻게 이평점이 나왔지..
663,타이타닉 2,10,명작입니다 거를타선이 없어요
664,기묘한 가족,10,이렇게 막 저기하게 웃길껴? 최곤디?
665,씽2게더,10,무조건 보시길.말 필요없음.최고.
666,경관의 피,10,조진웅 배우와 최우식 배우의 호흡 최고. 묵직한 느낌으로 극의 중심을 잡아주는 조진웅 배우와 캐릭터의 성장을 잘 보여준 최우식 배우의 케미가 돋보였습니다. 민재의 불안한 감정을 섬세하게 보여주는 최우식 연기가 인상깊었습니다. 한 번 더 볼수록 더 많이 보이는 영화.
667,아이즈 와이드 셧,10,큐브릭의 마지막 경고
668,돈 룩 업,10,너무나 무거운 이야기를 가볍게 풀어낸 블랙코미디.
669,해피 뉴 이어,10,내용 자체가 너무 행복 했습니다 배우 라인 부터 스토리 영상미 너무 좋았어요 오랜만에 가슴 따뜻한 영화 감사합니다
670,석양의 건맨,10,"<황야의 무법자>가 스파게티 웨스턴의 시작을 알리는 수작이었다면, <석양의 건맨>부터는 걸작이다."
671,해피 뉴 이어,2,영화보다 어디서 이렇게 아재향이 진동하다 해서 감독보고 끄덕..아재감성으로 20-30대 표현한다고 그린 촌스럽기 짝이없는 영화같음배우들도 나이많은 거장 감독때문에 꾸역꾸역 나온듯한 느낌진짜 아재 감독님 대사도 진짜 오글거리고 설정도 오글거려요
672,기적,8,아버지의 행동들이 다 아들을 위해서인게 너무 보여서 눈물이 자꾸 나왔다 감동적인 스토리에 지루하지 않게 반전까지 있고 배우들의 명연기로 웃고 또 울었다
673,애드 아스트라,8,이런 분위기의 우주영화를 원했다.
675,고스트버스터즈 라이즈,5,추억팔이는 이제 그만
676,히트,10,이게 스파이보다 재미 없다고…?말도 안돼
677,테일러 오브 파나마,7,현실에서 도피하기 위한 허구
678,검객,4,검술 액션이 뛰어난것도 아니고 스토리나 연출이 좋은것도 아니고... 그나마 자연경관과 한국적인 느낌의 영상미 정도.. VOD로 봤는데 시간 아까운 영화
679,해피 뉴 이어,6,영화지만 너무 현실성이 없는 이야기들이 나와서 몰입이 잘 안되었던거같네요; 그래도 좋아하는 배우들 많이 나와 눈호강했습니다ㅎㅎ
680,닥터 슬립,10,스탠리큐브릭도 기립박수칠 영화
681,씽2게더,10,어른이 되서 마주하는 현실은 두렵기만 하다. 그래도 어쩌나! 노래는 자꾸만 나를 앞으로 당기는데.
682,브라더스,9,"전쟁의 참상을 잘 그려낸, 슬픈 수작입니다"
683,기적,10,우리애기가 감동을 크게받아 울었대요. -현진맘-
684,경관의 피,8,"오랫만에 극장에서 본 영화인데요, 재미있게 잘 봤습니다. 특히 출연 배우들 각각의 개성있는 연기가 좋았습니다!"
685,스파이더맨: 노 웨이 홈,10,"톰스파 사랑해,,♥? 연기 넘 최고여서 울컥,,"
686,돈 룩 업,8,해피엔딩을 바라는 나는 정말 바보같았네.처음부터 영화의 끝은 펑! 터뜨려버리기 위해 달려가고 있었는데.너무너무 웃픈 우리의 현실.그래도 사랑하는 사람들과 함께 마지막을 보냈으니 다행
687,스파이더맨: 노 웨이 홈,10,Hello peter.Good bye spider-man
688,어떤살인,8,대한민국 영화의 힘을 느낀만큼 스토리는 추하지만 안타까운 동정의 눈물샘을 자극하는 영화
689,킹스맨: 퍼스트 에이전트,8,킹스맨 시즌1 처럼 3도 참 잘봤다!!시간가는 줄 모르고 본 영화이다(저는 참고로 2는 기대이하란 평이 많아서 안봤으며 1과 3만 봤음)
690,경관의 피,10,"전개가 조금 낯설수있다. 그치만 하나씩 꿰어가서 끝까지 가봐야 알수있는 전개라서 인내심을 가지고 보면 오히려 전개가 좋았다는걸 알수있다. 그리고 클리셰가 별로없어서 좋았다. 가치관을 강요하지도 않고, 가치관을 서서히 만들어가게끔 만드는 전개도 좋았다. 전반적으로 직업뽕을 강요해서 피로하게 하는 면이없었던 영화. 조진웅은 날이갈수록 빛이나네...나의 최애..캐릭터도 연기도 자기영역을 이제 탄탄히 가진 배우"
691,경관의 피,10,오랜만에 봐서 그런지 자동차극장에서 봤는데도 몰입도 좋았어요 ㅎㅎ
692,폴라,10,이거 진짜 미쳤다…..
693,베놈 2: 렛 데어 비 카니지,10,베놈 에디 최고입니다.... 즐겁게 볼 수 있어서 좋아요.
694,스파이더맨: 노 웨이 홈,2,억지로 일을 만듬….실망 ㅠㅠ
695,스파이더맨: 노 웨이 홈,2,억지로 일을 만듬….실망 ㅠㅠ
696,역린,8,"정조의 삶 자체가 스펙타클하다.  사도세자의 아들로써, 조선의 22대 왕으로써 최선을 다하고 다방면으로 훌륭한 군주였다."
698,경관의 피,10,어떤 분 소감처럼 조금은 무거운 메세지를 영화스토리에 잘 녹여내신 것 같아요. 재미있게 봤습니다. 역시 믿보 조진웅
699,경관의 피,10,제발들좀보세요꼬~~옥
700,킹스맨: 퍼스트 에이전트,10,"'reputation is what people think you are, character is who you are.'"
701,킹스맨: 퍼스트 에이전트,8,신사적으로 배우는 1차 대전. 역사적 지식이 조금만 더 있다면 더 맛깔나게 보는 맛. 킹스맨은 계속 된다.
702,킹스맨: 퍼스트 에이전트,8,기존 킹스맨과는 다른 분위기입니다
703,돈 룩 업,10,대단한 영화 근래 본 블랙코미디 중 최고
704,경관의 피,10,조진웅과 최우식의 관계에 집중해서 본 다면 굳이 스토리가 어쩐다 얘기를 할 필요가 없다고 생각.대신 초반부가 좀 정신이 산만하긴 하다 그냥 최우식이 조진웅 팀에 두더지 (경찰을 감시하는 경찰)로 들어가게 된다. 만 잡고 보면 중반부부턴 재미잇었음 그리고 연기력 부족한 사람이 없어서 마음이 편~안~
705,클레멘타인,10,환상적인 액션과 관람 후 가슴 깊이 남는 먹먹함
706,경관의 피,2,정말 가볍게 킬링타임 용으로 봤지만.. 그럼에도 불구하고 별로였다. 오오 머지~? 하며 흥미를 가지려 노력하고 보았으나 결국은 배우들의 멋진 역할과 그 멋에 취한 각본인듯... 그래서 뭐라는거야 왜 똥폼만 잡다 끝나냐.. 싶음 ㅎ. 평이 생각보다 너무 좋아서 세상이 나를 속이는 것만 같네요...
707,차이나타운,7,인상적인 김혜수 연기와 장르적 재미만큼은 잘 챙겼다. 반올림 7점.
708,지랄발광 17세,10,가벼운맘으로보다가 움...
709,고스트버스터즈,10,지난 그시대 최고의 영화
710,스파이더맨: 노 웨이 홈,10,영화가 영화를 존중할 때
711,고스트버스터즈 라이즈,5,원작에 추억이 있으나 이건 너무 안일하다.
712,스파이더맨: 노 웨이 홈,10,스파이더맨 엔딩 ... 주르르륵
713,100미터,8,"한계를 이겨내는 감동뿐만 아니라, 소소한 재미도 잡았다!마지막에는 왜 눈물이 나는지ㅜ"
715,화차,10,"오랜만에 본 웰메이드 작품. 이선균 연기도 좋았지만, 스토리 구성이 너무 좋았다. 김민희의 거짓말의 이유, 과정, 결과 모든게 안타까웠다. 스토리에 크게 감탄하면서 마지막까지 긴장감 있게 봤다."
716,공각기동대,7,정말 빼어난 작화. 놀라워라.
717,경관의 피,10,재밌습니다 믿고 보는 배우 조진웅에 최우식 권율 박희순까지 왜 재미 없다고 하는지 ㅠ? 재미없다고 그래서 설마 했는데 전혀 아니에요 재밌어요 꼭 보세요 !
718,천공의 성 라퓨타,8,"영화가 끝난 뒤, OST가 내 머리 속에 계속 맴돈다."
719,돈 룩 업,10,기생충 이후 이런 감흥은 처음!
720,타짜: 원 아이드 잭,10,장난아니게잘ㅤㅂㅘㅅ어요굿
721,캡틴 판타스틱,10,아이 키우는 부모라면 꼭 한번 보기를  추천드려요 현세상에서 아이 키우며 느끼는 고민이 있어서 그런지 몰입이 잘되고 생각도 많이 하게되었네요
722,클레멘타인,10,모두에게 추천해주고 싶은 명작이다.
723,경관의 피,8,조진웅과 최우식의 케미 좋았어요. 권율배우 분량이 생각보다 적었어요. 최우식 멋있다.
725,경관의 피,7,스토리에 뭔가 끊김이 많아 아쉽지만 조진웅 최우식 케미는 좋았습니다. 박희순 배우 그 계장이 최우식 꼬셔서 한게 뭔지 잘...화질개선이 필요합니다.
726,더 팬,9,90년대 수작 영화중 하나 모든게 평품
727,스파이더맨: 노 웨이 홈,9,영화가 조금 뻔했음. 그치만 스파이더맨을 평상시에 재밌게 봤으면 정말 재밌게 볼 영화
728,제로 다크 서티,10,벌거벗은 세계사 보고 이영화 관람한 사람손최고
729,킹스맨: 퍼스트 에이전트,4,"킹스맨을 보러왔는데 정말 '킹스 맨'을 보여주니 당황스럽다. 영화를 평하자면 '좋은데,,,, 좋같다'... 너도 당황스럽지?"
730,블러드 레드 스카이,2,보지마..고구마 10개먹고 계란노른자 10개먹고. 건빵 두봉지 깐 느낌임..그리고..아들을 먼저 쐈으면 이런일이 안일어났지..
731,경관의 피,6,배우들 진짜 뭐라는지 1도 모르겠다...
732,캡틴 판타스틱,2,미친 모순덩어리 자의식과잉 애비새끼. 세상을 책으로만 배운 찐따 애비. 아동학대의 전형이다. 자본주의  욕을 입에 달고살면서 마트도둑질이나 애들한테 가르치는 찌질한 애비새끼.
733,돈 룩 업,2,쓰레기 불륜이 왜이렇게 자연스러워 눈버림
734,경관의 피,10,재밋어요 연기도 좋구 굿
735,베놈 2: 렛 데어 비 카니지,10,"베놈자체의 모습응 뚜렷하게 볼수있어서 좋았고, 연기가 실감나다 보니, 더욱 몰입해서 보게되네요"
736,사이다처럼 말이 톡톡 솟아올라,8,평점 달거면 영화나 똑바로 보고 달았으면 좋겠다. 눈이 조금 아프긴 했는데 나쁘지 않게 봄. 딱 이정도로 뽑힐거 같아서 그런지 실망은 딱히 없고 그냥 시간 보내기 용으론 볼만한 느낌
737,씽2게더,10,너~~무 재밌게 보고 왔습니다. 1편보다 훨씬 좋았어요. 강추~!
738,드라이브 마이 카,8,"숨기고 싶던 우물을 가진 두 사람이 만나 서로의 깊은 우물을 공개한다. 칠성장어처럼 다른 사람에게 기생하더라도, 그런 더러운 것이 현실일지라도 일단 살자. 살고 생각하자."
739,블레이드 러너,9,"시대를, 장르를, 세계관을 한참 앞선다는 것이 무엇이냐 묻는다면"
740,스파이더맨: 노 웨이 홈,3,스토리에 인과성이란 찾아볼 수 없는 추억팔이용 눈요기 영화.
741,모리타니안,10,"진실의 힘의 위대함, 그리고 용서"
742,경관의 피,8,영화를 보는 내내 몰입을 해서 봤고 조진웅의 연기는 변함이 없는것 같다
744,킹스맨: 퍼스트 에이전트,8,"아이야, 전쟁의 현실은 잔혹하다."
745,해피 뉴 이어,8,연말에 가볍게 보기 딱좋은 팝콘무비
747,매트릭스: 리저렉션,1,너무 노잼이라 몰입감도 떨어지고참다참다 반도 못 보고 꺼버렸다.매트릭스가 왜 희대의 명작인지 다시한번 깨닫는다.리저렉션은 카메라 구도부터 웃기라고 던지는지 의문이드는 썰렁한 농담까지 시간만 아깝다
748,스파이더맨: 노 웨이 홈,1,한마디로 개연성 없는 흐름에 유치했습니다.
749,아저씨,10,ㅤㅊㅚㄱ오다 10번 넘게 봤어요
751,씽2게더,10,노래랑 모든 부분에서 재미있었고 또보고 싶다
752,더 이퀄라이저,8,1.2진짜 잼있음~~~3도 제발 나왔음 좋겠네요^^
753,해피 뉴 이어,8,폭력과 잔인함이 난무하는 이 세대 영화판에 오랜만에 온 가족이 따뜻하게 즐길 수 있는 영화라 반가웠습니다. 특별한 재미나 긴장감은 없었지만 자극적이지 않고 곳곳에 나타나는 소소한 감동으로 보는 내내 가볍고 흐뭇한 감성을 즐길 수 있어서 좋았습니다.
754,매트릭스: 리저렉션,4,5편을 위한 준비라 믿어보겠습니다.
755,해피 뉴 이어,7,매우 달달한 분홍분홍 영화입니다.
756,인질,4,황정민의 연기가 돋보인다고 하는 이유는 황정민만 연기를 하고 있기 때문인가?? 아니면 연출의 부재인가??
757,킹스맨: 퍼스트 에이전트,7,대체역사물 매우 좋습니다.
758,이니셜 D - 극장판,1,쓰레기...  쓰레기에 무슨 평이 필요하랴
759,파이프라인,2,이것도 영화라구!! 진짜 최악이다 이걸 연기하는 배우들이 놀랍다~~
760,기적,10,아 이렇게 되면 윤아 필모 너무 탄탄해지는데? 윤아 연기 너무 좋다
761,언브로큰,10,넷플에서봤는데 시간가는줄  모르고봤습니다강추
762,스파이더맨: 노 웨이 홈,10,이렇게만 만들어준다면 앞으로도 계속 봐야죠.
763,스파이더맨: 노 웨이 홈,9,긴 러닝타임이어도 지루하지않고 재밌음
764,경관의 피,7,조진웅 배우 멋있습니다.
765,언포기버블,10,후반부에  ㅜㅜ인생은 남을 위해
766,경관의 피,8,강동 롯데시네마에서 관람호불호 좀 갈릴듯한데저는 재밌게 봤습니다.근데 대사전달이 확실히 답답합니다
767,씽2게더,8,노래가 아주 신납니다.연초에 어울리는 힘나는 영화
768,레이디스 나잇,8,19금 병맛좋아하면 강츄!!!
769,언포기버블,10,5~6살 자식을 키우는 입장에서 감정이입되서 잘 봤습니다.동생을 위해 희생하는 장면에서는눈물이 저절로 나오네요
770,돈 룩 업,8,그린랜드가 많이 겹쳐 생각났다. 그린랜드는 무겁기만 했다면 이건 유머도 섞고 더 생각할 거리가 많아서 좋았음. 물론 화려한 출연진도 ♡
774,킹스맨: 퍼스트 에이전트,10,"생각외의 스토리가 넘 재밌었음ㅋㅋ(1,2편 기대하고 보신 분들은 지루할수도)"
775,돈 룩 업,10,진심으로 슬프다.. 영화를에 대한 해석을 그들은 또 다르게 해석하는것을 보고.. 아.. 이게 현실이구나.. 라는 것을 다시금 깨닫는다.
776,유체이탈자,7,살짝 아쉽고 뻔하긴한데 이정도면 정말 킬링타임용영화라 생각합니다..
777,매트릭스: 리저렉션,10,"나이오베와 네오의 만남은 새로운 도시에서 이뤄지는것이 굉장히 인상이깊었고, 근20년만에 만나는 마음속 고향을 만난 느낌이 들었다. 하지만 공공의적의 강철중역의 설경구 배우가 나오지 않은것은 굉장히 아쉬웠다."
778,아저씨,10,옆집 아저씨 최고! 빈아. 12년만에 뒷집 아재로 영화찍자!
779,경관의 피,8,오지콤의 심금을 울립니다. 최고 그리고 내용이 뻔하지 않아서 좋았어요 배우님들 얼굴과 연기는 더 좋았어요 정장 최고
781,아저씨,10,몇번을 다시 봐도 눈을 못 떼고 완주하게 된다
782,아저씨,10,지린다 진짜 20번 보는중
783,갓파 쿠와 여름방학을,10,광광 우럿다.. 지브리에서 나왔으면 천만도 찍었을듯
785,더 웨이 홈,10,너무 좋아요 너무 좋아요 너무 좋아요
786,올드 가드,6,그렇게 오래살았는데  왜케 쌈도못하고  지능도 낮고 구질구질혀?
787,경관의 피,6,"일단 범죄장르의 영화라지만 액션씬이 다소 미흡하고, 계장의 말이 뭐라하는지 하나도 안들립니다. 발음이 이상하다해야하는지 너무 굴렸다해야하는건지,, 또한 전체적인 스토리가 연계되는 맛이 없고 특정부분만 계속 나오며, 노골적으로 차량광고만 해대는 것에만 포커스가 짜여있습니다. 제작비는 얼마안나오고 배우들 섭외비만 돈이 많이 나갔을 영화입니다. 지루한 면도 있구요..보실분은 보시겠지만 갠적으로는 비추드립니다."
788,베놈 2: 렛 데어 비 카니지,10,웅장이 가슴해짐. 레알. 근데 원작을 안봤으면 이해가 잘 안되는 부분이 많음. 보기 전에 유튜브로 보고 영화 보는걸 추천.
789,내 사랑,9,담담하게 표현된 좋은 영화
790,맨 오브 스틸,6,슈퍼맨 다크 히어로 버젼. 비쥬얼적 무게는 잡았으나 이야기가 가지는 가벼움은 떨쳐내기 어려운듯.
791,경관의 피,10,제 꿈이 경찰인데 이걸 보고 하고 싶은 마음이 더 커졌습니다 ^^ 넘 재밌어용
792,돈 룩 업,6,음....독특한 영상미가 있어요
793,데몰리션,6,난해한 영화지만 다 부셔버리는 장면만 봐도 대리만족
794,위스키 밴디트,7,볼만한 실화바탕의 잔잔한 은행털이 나래이션
795,아저씨,10,안 본 사람은 있어도 한 번만 본 사람은 없다
796,늦여름,6,시작할때 남자 손님 한명 계시고 아직 예약은 없다 해 놓고 여자손님 픽업한다? 마지막 숙박 몇일 더 한다하니 촬영팀 단체예약해서 안된다.. 손님 항에 모셔드리고 전화로 7명 예약 다시 받는다.  전반적으로 편하게 볼 영화지만 모순있는 부분이 작품 완성도가 떨어지네요
798,경관의 피,8,추리소설을 보는듯 진실을 찾아가는 과정이 흥미진진하다
799,아저씨,10,액션연기  대박입니다 대사두몇개없는데   원빈 넘멋쪄요  ㅤㅊㅚㄱ오 영화임이  틀림없어요
800,조선명탐정: 각시투구꽃의 비밀,10,이렇게 멋진 내용인줄 몰랐네요 가슴뭉클하고 감동적입니다
801,씽2게더,10,노래들이 다 좋고 멋진 배경의 아름다운 애니메이션
802,경관의 피,9,재미있읍니다짜임새가 좋아요 믿고 보실만합니다 근래 들어 제일 나아요
803,경관의 피,9,재미있읍니다짜임새가 좋아요 믿고 보실만합니다 근래 들어 제일 나아요
804,그린 나이트,1,무슨 재미로 보는 영화일까?
805,블라인드 멜로디,10,방심할 틈을 안주ㅤㄴㅔㅋㅋㅋㅋ
806,우주형제#0,7,억지...계속된 형 이야기... 일본 특유의 스토리.원작을 봐야 알 수 있겠다.
807,베놈 2: 렛 데어 비 카니지,2,편집이 부자연스럽고 음악도 별로...
808,기적,10,아쉽다 이런영화가 히트를 못친게
809,킹스맨: 퍼스트 에이전트,8,믿고 보는 킹스맨이었는데 1편보다는 다소 아쉬웠습니다 그래도 지루한 느낌은 없었어요!!
810,산이 울다,10,너무 감동적이고 슬프고 아름답네요. 문닫는 게 이렇게 로맨틱하다니
812,울고 싶은 나는 고양이 가면을 쓴다,8,탄지로 성우님이구나 어쩐지
813,킹스맨: 퍼스트 에이전트,10,딱 킹스맨 1과 2사이 정도였습니다!! 기대안한거 치곤 너무 재밌었어요 ㅠㅠㅠ 쿠키영상 충격머금 ㅠ
814,와일드 마운틴 타임,10,나는 내가 꿀벌같아 나는 백조야
815,킹스맨: 퍼스트 에이전트,10,너무재미있게봤어요 최고
817,스파이더맨: 노 웨이 홈,10,진짜.. 영화 보면서 펑펑 운 적은 처음. 톰 홀랜드와 젠데이아의 연기력을 다시 볼 수 있어서 좋았고 무엇보다 삼스파이더맨이 나올 때 소리 지를 뻔!!!! 진짜 너무너무너무 만족스러웠던 영화. (마스크가 다 젖을 정도로 움..) 다음 시즌이 너무 기대된다!
818,스타워즈 에피소드 4 - 새로운 희망,10,명불허전 스페이스 오페라의 서막
819,언페이스풀,9,단순한 스토리의 불륜극... 다이안 레인의 연기에 찬사를 보낸다.
820,스파이더맨: 노 웨이 홈,10,말이필요없음....
821,나 홀로 즐거운 집에,2,이런 쓰레기 같은 영화는 첨이다. 혹시나 생각 없이 가볍게 보려고 하시는 분 계시면 그냥 2시간 동안 벽보고 이?느? 게 얻는 것 이 더 많을 듯
822,박스트롤,8,어른들을 위한 스톱모션 동화. 많은 생각을 하게 만는다.
823,닥터 스트레인지,10,CG 진짜 개미쳤음.. 보면서 와..우와…진짜 후회 안합니다 추천!!!
824,스파이더맨: 노 웨이 홈,10,진짜 최고 안보면 후회할뻔했음셋피터 전부 다 행복했으면 ㅠㅠ..너무짠해
825,샹치와 텐 링즈의 전설,1,이런 썅!!! 이걸 영화라고
826,1917,10,연출이 좋음 롱테이크로 되게 잘찍어냄
827,씽2게더,8,감동은 전편보다 덜하지만 흥겨움은 배가 되어 돌아온 이번 작품도 재밌었습니다. 그들이 보여줄 또 다른 무대도 궁금해지네요
828,기적,10,이걸 내가 왜 개봉할때 못봤을까..왜 이제봤을까ㅠㅠ여러분 이거 꼭 보세요 방금 넷플릭스 보고왔는데 제 인생영화ㅠㅠ지금 당장!!!! 이거보세요
829,기적,10,배우님들 연기 최고
831,세자매,10,흥미진진한 기승전결 소름돋는 연기. 마지막에 점점 고조되어 피날레까지 이르는 과정에 몰입되었다. 해피엔딩
832,승리호,2,아ㅡ아직 보진 않았어요..
833,스파이더맨: 노 웨이 홈,2,오로지 마블팬 스파이더맨팬들을 위한영화지들 xx때문에 온도시를 개판으로만들고위험에빠트리고 가족도 떠나보내고결국 모든사람들에게 xx지고예를들면 뉴스에나오는 전과범 갱생시키려고 가족이 떠났는데 자기위안하며 난큰일을했다고 만족하는 그런내용스트레스풀러갔다가 스트레스만 받고옴
834,스파이더맨: 노 웨이 홈,10,스파이더맨 시리즈가 수년에 걸쳐 쌓아올린 금자탑의 완성.
835,반지의 제왕: 두 개의 탑,9,마지막 협곡 전투는 잊을수 없을정도로 긴장감과 영상미가 쩐다 1편 보다 스케일 더 커져서 볼만하다 이영화를 그저 영화관에서 보지 못한다는것이 안타깝다
837,스파이더맨: 노 웨이 홈,2,스토리 개연성 개나소나 줘버리고 지들끼리 추억팔이 개오짐 ㅎ 그래놓고 이걸 엔드게임이랑 견줄만하다고 이러는게 너무 어이가 없다ㅋㅋㅋㅋ 그냥 다음 영화 빌드업을 위한 영화일뿐임ㅋㅋ
838,슬로우 비디오,2,아니~ 이렇게 개연성없고 지루하긴 또 처음이네.무슨 80년대 루즈한 영화보는줄. 끝까지 돈주고 본게 아깝다. 두 배우 아깝다
839,퍼스트 어벤져,10,따봉!
840,다만 악에서 구하소서,10,재밌음 영화관에서 봤었던거몰입감이대박이였습니다배우들연기만보고봐도됨딱 킬링타임용 영화
841,히트맨,10,재밋음ㅋㅋ 이런 한국영화 좋아오
842,칠드런 액트,10,애덤..잘생김생각이 많아지는영화재밌게봤어요넷플릭스있으신분들 보시는거 추천
843,누드의 밤,10,"전편과 다른 느낌이지만, 기본은 충실"
844,기적,10,이런 평점 잘 안쓰는데 영화를 보고나서 기적이란 영화를 제작하시고 연출하시고 연기하시는 모든 분들께 정말 좋은 영화 제작해주셔서 감사하다고 말하고싶어 글 남깁니다. 영화를 보고나니 제 마음이 따뜻하네요. 감사합니다.
845,씽2게더,10,싱어롱 상영이 됐다면 뒤집어졌을 영화…
846,킹스맨: 퍼스트 에이전트,10,좀더 진지해진 모습이 개인적으로 1~2편 때보다 좋았습니다.
847,스파이더맨: 노 웨이 홈,10,그 전 스파이더맨 안 봤는데도 대존잼
848,씽2게더,10,너무재밌게봤어요! 뮤지컬보는느낌
849,내안의 그놈,10,간만에 마음 따듯해지는 영화 봤네요
850,스파이더맨: 노 웨이 홈,10,스파이더 세계관의 완성.샘스파와 어스파를 보던 시절 생각이 난다.
851,스파이더맨: 노 웨이 홈,2,두번다신 스파이더맨 안보고싶어짐ㅡㅡ
852,몬스터 주식회사 3D,10,굳 너무 잘만든 영화네요
853,스파이더맨: 노 웨이 홈,10,생각보다 엄청 슬프진 않았는데영화는 너무 재밌었두 스파이더맨3명이모여서합심할때 겁나 뭉쿨..마블은 믿고봅니다재밌어요
854,기적,6,어떤기적이 있었던건지.. 역을 만들어가는 고난과 역경 그런것이 중점이 아닌것 같기도하고 윤아씨와 로맨틱 이야기도 중간에 끊기는 느낌이고...어수선한 전개로 지루함이 느껴진다.. 윤아씨는 너무 이쁘네요 손예진에 버금가는 멜로영화 더나이먹기전에 하나 찍었음 좋겠는데ㅜㅜ
855,경관의 피,10,"배우분들 연기 덕분에 몰입이 진짜 잘 됐어요범죄, 수사물을 좋아해서 진짜 너무 재밌게 봤어요나중에 한 번 또 보고싶은 그런 영화"
856,스파이더맨: 노 웨이 홈,10,첨남겨여 진짜 강추 예전시리즈 다보고 보세여
857,덩케르크,8,영국 국뽕영화 ㅎㅎ;;
858,노웨어 스페셜,6,아이를 위한 싱글 대디의 고군분투를 건조하지만 따뜻하게 그려냄
859,마차 타고 고래고래,10,너무너무너무너무 좋은영화였음…특히 ost는 다 좋음…
860,킹스맨: 퍼스트 에이전트,8,"1,2편과 분위기가 다르지만 이것도 볼만함 가볍게 보는 영환 아님 좀 집중해야됨 역사 잘 모르면"
861,킹스맨: 퍼스트 에이전트,10,최고ㅜ 너무 재밌다 ㅜㅜ 미쳤다 인생영화
862,스파이더맨: 노 웨이 홈,10,"톰이랑 젠 실제커플연기 몰입력 상당했고 스파이더맨1,2기 나올때 오마이갓 입틀막하고 봤음 속으로대박대박대박을 외치며!이런 3명의만남이 한스크린안에서 성사가되다니~"
863,경관의 피,10,박희순배우  대사가 잘 안들림두시간  금방감몰입감  굉장히  좋음
864,킹스맨: 퍼스트 에이전트,10,진짜 개꿀잼입니다 왜 박스오피스 4위인지 이해가 안 되는 부분 재미 없다고 하는 것도 이해가 안 됩니다 진짜 보고 나서도 가슴이 뜁니다
865,스파이더맨: 노 웨이 홈,9,재밌다
866,킹스맨: 퍼스트 에이전트,10,역시 킹스맨이네요!!! 재미와 감동!! 시간이 어떻게 가는지 모르고 봤어요 액션연기와 연출도 넘 멋있어요
867,씽2게더,8,좋은 노래가 많이 나와서 신나게 잘봤습니다
868,스파이더맨: 노 웨이 홈,10,"피터~1,피터~2,피터~3!!!!"
869,돈 룩 업,10,영화의 존재 가치를 제대로 보여줍니다
870,트랜스포머,10,삼파이더맨 보고나니까 이상하게 트렌스포머가 땡기더라고요 1편2편 한주 건너 가족들과 봤는데 십몇년이 지난 지금도 전혀 어설프지 않고 여전히 재밌네요 5편은 진짜 불호지만 일단 가족들과 주말마다 한편씩 정주행 할생각입니다 6편도 언제가 될지 모르지만 나와주길
871,경관의 피,8,초반부보다 후반부가 조금 쳐지고 대사가 잘안들리긴했지만 재밌게 봤습니다
872,씽2게더,10,전편보다 스토리 영상 감동 재미 모두많이많이 칭찬합니다^^
873,스파이더맨: 노 웨이 홈,10,너무 재밌다 진짜 너무 감동적이고 웃긴 장면도 많고 진짜 최고의 영화임
874,아멜리에,10,보는 내가 녹아내릴것만 같은 사랑스러운 키스씬
875,경관의 피,10,뒤로갈수록 전개가 좋고 내용이 탄탄해짐
876,경관의 피,10,평점보고 볼까말까 망설여졌지만.보고나니 생각보다 스토리도 재미있고 배우들 연기도 좋고 여러모로 좋았던 영화.조진웅 연기도좋고.다소 무거운 역할에 어울릴까 생각했던 최우식 연기도 굿.오랜만에 재밌는영화 잘봤습니다^^
877,토르: 라그나로크,10,"우리 로키가 달라졌어요,,,!!김록희랑 톨으 케미 보세요 지구가 반으로 접혔잖아유..!"
878,1987,10,영화관에서 못본게 후회된다ㅠㅠ 강추합니다 제발 꼭 보시길
879,돈 룩 업,10,너무 현실적이라서 소름이 끼친다..
